No,Formatted_Name,Name,Pokedex_Entry,Generation,Height,Weight,Type1,Type2,Ability1,Ability2,Ability_Hidden,Color,Gender_Male,Gender_Female,Gender_Unknown,Egg_Steps,Egg_Group1,Egg_Group2,Get_Rate,Base_Experience,Lvl100_Cost,Category,HP,Attack,Defense,SP_Attack,SP_Defense,Speed,Total
110,Weezing,weezing,"Where two kinds of poison gases meet, 2 KOFFINGs can fuse into a WEEZING over many years.",1,1.2,9.5,Poison,,Levitate,Neutralizing Gas,Stench,Purple,50,50,0,20,Amorphous,,60,172,1000000,Ordinary,65,90,120,85,70,60,490
111,Rhyhorn,rhyhorn,Its massive bones are 1000 times harder than human bones. It can easily knock a trailer flying.,1,1,115,Ground,Rock,Lightning Rod,Rock Head,Reckless,Gray,50,50,0,20,Monster,Ground,120,69,1250000,Ordinary,80,85,95,30,30,25,345
112,Rhydon,rhydon,"Protected by an armor-like hide, it is capable of living in molten lava of 3,600 degrees.",1,1.9,120,Ground,Rock,Lightning Rod,Rock Head,Reckless,Gray,50,50,0,20,Monster,Ground,60,170,1250000,Ordinary,105,130,120,45,45,40,485
113,Chansey,chansey,A rare and elusive POKéMON that is said to bring happiness to those who manage to get it.,1,1.1,34.6,Normal,,Natural Cure,Serene Grace,Healer,Pink,0,100,0,40,Fairy,,30,395,800000,Ordinary,250,5,5,35,105,50,450
114,Tangela,tangela,The whole body is swathed with wide vines that are similar to seaweed. Its vines shake as it walks.,1,1,35,Grass,,Chlorophyll,Leaf Guard,Regenerator,Blue,50,50,0,20,Grass,,45,87,1000000,Ordinary,65,55,115,100,40,60,435
115,Kangaskhan,kangaskhan,The infant rarely ventures out of its mother's protective pouch until it is 3 years old.,1,2.2,80,Normal,,Early Bird,Scrappy,Inner Focus,Brown,0,100,0,20,Monster,,45,172,1000000,Ordinary,105,95,80,40,80,90,490
116,Horsea,horsea,Known to shoot down flying bugs with precision blasts of ink from the surface of the water.,1,0.4,8,Water,,Swift Swim,Sniper,Damp,Blue,50,50,0,20,Water1,Dragon,225,59,1000000,Ordinary,30,40,70,70,25,60,295
117,Seadra,seadra,Capable of swimming backwards by rapidly flapping its wing-like pectoral fins and stout tail.,1,1.2,25,Water,,Poison Point,Sniper,Damp,Blue,50,50,0,20,Water1,Dragon,75,154,1000000,Ordinary,55,65,95,95,45,85,440
118,Goldeen,goldeen,"Its tail fin billows like an elegant ballroom dress, giving it the nickname of the Water Queen.",1,0.6,15,Water,,Swift Swim,Water Veil,Lightning Rod,Red,50,50,0,20,Water2,,225,64,1000000,Ordinary,45,67,60,35,50,63,320
119,Seaking,seaking,"In the autumn spawning season, they can be seen swimming powerfully up rivers and creeks.",1,1.3,39,Water,,Swift Swim,Water Veil,Lightning Rod,Red,50,50,0,20,Water2,,60,158,1000000,Ordinary,80,92,65,65,80,68,450
120,Staryu,staryu,An enigmatic POKéMON that can effortlessly regenerate any appendage it loses in battle.,1,0.8,34.5,Water,,Illuminate,Natural Cure,Analytic,Brown,0,0,100,20,Water3,,225,68,1250000,Ordinary,30,45,55,70,55,85,340
121,Starmie,starmie,Its central core glows with the seven colors of the rainbow. Some people value the core as a gem.,1,1.1,80,Water,Psychic,Illuminate,Natural Cure,Analytic,Purple,0,0,100,20,Water3,,60,182,1250000,Ordinary,60,75,85,100,85,115,520
122,Mr. Mime,mr-mime,"If interrupted while it is miming, it will slap around the offender with its broad hands.",1,1.3,54.5,Psychic,Fairy,Soundproof,Filter,Technician,Pink,50,50,0,25,Human-Like,,45,161,1000000,Ordinary,40,45,65,100,120,90,460
123,Scyther,scyther,"With ninja-like agility and speed, it can create the illusion that there is more than one.",1,1.5,56,Bug,Flying,Swarm,Technician,Steadfast,Green,50,50,0,25,Bug,,45,100,1000000,Ordinary,70,110,80,55,80,105,500
124,Jynx,jynx,It seductively wiggles its hips as it walks. It can cause people to dance in unison with it.,1,1.4,40.6,Ice,Psychic,Oblivious,Forewarn,Dry Skin,Red,0,100,0,25,Human-Like,,45,159,1000000,Ordinary,65,50,35,115,95,95,455
125,Electabuzz,electabuzz,"Normally found near power plants, they can wander away and cause major blackouts in cities.",1,1.1,30,Electric,,Static,,Vital Spirit,Yellow,75,25,0,25,Human-Like,,45,172,1000000,Ordinary,65,83,57,95,85,105,490
126,Magmar,magmar,Its body always burns with an orange glow that enables it to hide perfectly among flames.,1,1.3,44.5,Fire,,Flame Body,,Vital Spirit,Red,75,25,0,25,Human-Like,,45,173,1000000,Ordinary,65,95,57,100,85,93,495
127,Pinsir,pinsir,"If it fails to crush the victim in its pincers, it will swing it around and toss it hard.",1,1.5,55,Bug,,Hyper Cutter,Mold Breaker,Moxie,Brown,50,50,0,25,Bug,,45,175,1250000,Ordinary,65,125,100,55,70,85,500
128,Tauros,tauros,"When it targets an enemy, it charges furiously while whipping its body with its long tails.",1,1.4,88.4,Normal,,Intimidate,Anger Point,Sheer Force,Brown,100,0,0,20,Ground,,45,172,1250000,Ordinary,75,100,95,40,70,110,490
129,Magikarp,magikarp,"In the distant past, it was somewhat stronger than the horribly weak descendants that exist today.",1,0.9,10,Water,,Swift Swim,,Rattled,Red,50,50,0,5,Water2,Dragon,255,40,1250000,Ordinary,20,10,55,15,20,80,200
130,Gyarados,gyarados,"Rarely seen in the wild. Huge and vicious, it is capable of destroying entire cities in a rage.",1,6.5,235,Water,Flying,Intimidate,,Moxie,Blue,50,50,0,5,Water2,Dragon,45,189,1250000,Ordinary,95,125,79,60,100,81,540
131,Lapras,lapras,A POKéMON that has been overhunted almost to extinction. It can ferry people across the water.,1,2.5,220,Water,Ice,Water Absorb,Shell Armor,Hydration,Blue,50,50,0,40,Monster,Water1,45,187,1250000,Ordinary,130,85,80,85,95,60,535
132,Ditto,ditto,Capable of copying an enemy's genetic code to instantly transform itself into a duplicate of the enemy.,1,0.3,4,Normal,,Limber,,Imposter,Purple,0,0,100,20,Ditto,,35,101,1000000,Ordinary,48,48,48,48,48,48,288
133,Eevee,eevee,Its genetic code is irregular. It may mutate if it is exposed to radiation from element STONEs.,1,0.3,6.5,Normal,,Run Away,Adaptability,Anticipation,Brown,87.5,12.5,0,35,Ground,,45,65,1000000,Ordinary,55,55,50,45,65,55,325
134,Vaporeon,vaporeon,Lives close to water. Its long tail is ridged with a fin which is often mistaken for a mermaid's.,1,1,29,Water,,Water Absorb,,Hydration,Blue,87.5,12.5,0,35,Ground,,45,184,1000000,Ordinary,130,65,60,110,95,65,525
135,Jolteon,jolteon,It accumulates negative ions in the atmosphere to blast out 10000-volt lightning bolts.,1,0.8,24.5,Electric,,Volt Absorb,,Quick Feet,Yellow,87.5,12.5,0,35,Ground,,45,184,1000000,Ordinary,65,65,60,110,95,130,525
136,Flareon,flareon,"When storing thermal energy in its body, its temperature could soar to over 1600 degrees.",1,0.9,25,Fire,,Flash Fire,,Guts,Red,87.5,12.5,0,35,Ground,,45,184,1000000,Ordinary,65,130,60,95,110,65,525
137,Porygon,porygon,A POKéMON that consists entirely of programming code. Capable of moving freely in cyberspace.,1,0.8,36.5,Normal,,Trace,Download,Analytic,Pink,0,0,100,20,Mineral,,45,79,1000000,Ordinary,65,60,70,85,75,40,395
138,Omanyte,omanyte,"Although long extinct, in rare cases, it can be genetically resurrected from fossils.",1,0.4,7.5,Rock,Water,Swift Swim,Shell Armor,Weak Armor,Blue,87.5,12.5,0,30,Water1,Water3,45,71,1000000,Ordinary,35,40,100,90,55,35,355
139,Omastar,omastar,A prehistoric POKéMON that died out when its heavy shell made it impossible to catch prey.,1,1,35,Rock,Water,Swift Swim,Shell Armor,Weak Armor,Blue,87.5,12.5,0,30,Water1,Water3,45,173,1000000,Ordinary,70,60,125,115,70,55,495
140,Kabuto,kabuto,A POKéMON that was resurrected from a fossil found in what was once the ocean floor eons ago.,1,0.5,11.5,Rock,Water,Swift Swim,Battle Armor,Weak Armor,Brown,87.5,12.5,0,30,Water1,Water3,45,71,1000000,Ordinary,30,80,90,55,45,55,355
141,Kabutops,kabutops,Its sleek shape is perfect for swimming. It slashes prey with its claws and drains the body fluids.,1,1.3,40.5,Rock,Water,Swift Swim,Battle Armor,Weak Armor,Brown,87.5,12.5,0,30,Water1,Water3,45,173,1000000,Ordinary,60,115,105,65,70,80,495
142,Aerodactyl,aerodactyl,"A ferocious, prehistoric POKéMON that goes for the enemy's throat with its serrated saw-like fangs.",1,1.8,59,Rock,Flying,Rock Head,Pressure,Unnerve,Purple,87.5,12.5,0,35,Flying,,45,180,1250000,Ordinary,80,105,65,60,75,130,515
143,Snorlax,snorlax,"Very lazy. Just eats and sleeps. As its rotund bulk builds, it becomes steadily more slothful.",1,2.1,460,Normal,,Immunity,Thick Fat,Gluttony,Black,87.5,12.5,0,40,Monster,,25,189,1250000,Ordinary,160,110,65,65,110,30,540
144,Articuno,articuno,A legendary bird POKéMON that is said to appear to doomed people who are lost in icy mountains.,1,1.7,55.4,Ice,Flying,Pressure,,Snow Cloak,Blue,0,0,100,80,Undiscovered,,3,290,1250000,Semi-Legendary,90,85,100,95,125,85,580
145,Zapdos,zapdos,A legendary bird POKéMON that is said to appear from clouds while dropping enormous lightning bolts.,1,1.6,52.6,Electric,Flying,Pressure,,Static,Yellow,0,0,100,80,Undiscovered,,3,290,1250000,Semi-Legendary,90,90,85,125,90,100,580
146,Moltres,moltres,Known as the legendary bird of fire. Every flap of its wings creates a dazzling flash of flames.,1,2,60,Fire,Flying,Pressure,,Flame Body,Yellow,0,0,100,80,Undiscovered,,3,290,1250000,Semi-Legendary,90,100,90,125,85,90,580
147,Dratini,dratini,Long considered a mythical POKéMON until recently when a small colony was found living underwater.,1,1.8,3.3,Dragon,,Shed Skin,,Marvel Scale,Blue,50,50,0,40,Water1,Dragon,45,60,1250000,Ordinary,41,64,45,50,50,50,300
148,Dragonair,dragonair,A mystical POKéMON that exudes a gentle aura. Has the ability to change climate conditions.,1,4,16.5,Dragon,,Shed Skin,,Marvel Scale,Blue,50,50,0,40,Water1,Dragon,45,147,1250000,Ordinary,61,84,65,70,70,70,420
149,Dragonite,dragonite,An extremely rarely seen marine POKéMON. Its intelligence is said to match that of humans.,1,2.2,210,Dragon,Flying,Inner Focus,,Multiscale,Brown,50,50,0,40,Water1,Dragon,45,300,1250000,Ordinary,91,134,95,100,100,80,600
150,Mewtwo,mewtwo,It was created by a scientist after years of horrific gene splicing and DNA engineering experiments.,1,2,122,Psychic,,Pressure,,Unnerve,Purple,0,0,100,120,Undiscovered,,3,340,1250000,Legendary,106,110,90,154,90,130,680
151,Mew,mew,So rare that it is still said to be a mirage by many experts. Only a few people have seen it worldwide.,1,0.4,4,Psychic,,Synchronize,,,Pink,0,0,100,120,Undiscovered,,45,300,1059860,Mythical,100,100,100,100,100,100,600
152,Chikorita,chikorita,A sweet aroma gently wafts from the leaf on its head. It is docile and loves to soak up the sun's rays.,2,0.9,6.4,Grass,,Overgrow,,Leaf Guard,Green,87.5,12.5,0,20,Monster,Grass,45,64,1059860,Ordinary,45,49,65,49,65,45,318
153,Bayleef,bayleef,"The scent of spices comes from around its neck. Somehow, sniffing it makes you want to fight.",2,1.2,15.8,Grass,,Overgrow,,Leaf Guard,Green,87.5,12.5,0,20,Monster,Grass,45,142,1059860,Ordinary,60,62,80,63,80,60,405
154,Meganium,meganium,The aroma that rises from its petals contains a substance that calms aggressive feelings.,2,1.8,100.5,Grass,,Overgrow,,Leaf Guard,Green,87.5,12.5,0,20,Monster,Grass,45,263,1059860,Ordinary,80,82,100,83,100,80,525
155,Cyndaquil,cyndaquil,"It is timid, and always curls itself up in a ball. If attacked, it flares up its back for protection.",2,0.5,7.9,Fire,,Blaze,,Flash Fire,Yellow,87.5,12.5,0,20,Ground,,45,62,1059860,Ordinary,39,52,43,60,50,65,309
156,Quilava,quilava,Be careful if it turns its back during battle. It means that it will attack with the fire on its back.,2,0.9,19,Fire,,Blaze,,Flash Fire,Yellow,87.5,12.5,0,20,Ground,,45,142,1059860,Ordinary,58,64,58,80,65,80,405
157,Typhlosion,typhlosion,"If its rage peaks, it becomes so hot that anything that touches it will instantly go up in flames.",2,1.7,79.5,Fire,,Blaze,,Flash Fire,Yellow,87.5,12.5,0,20,Ground,,45,267,1059860,Ordinary,78,84,78,109,85,100,534
158,Totodile,totodile,Its well-developed jaws are powerful and capable of crushing anything. Even its trainer must be careful.,2,0.6,9.5,Water,,Torrent,,Sheer Force,Blue,87.5,12.5,0,20,Monster,Water1,45,63,1059860,Ordinary,50,65,64,44,48,43,314
159,Croconaw,croconaw,"If it loses a fang, a new one grows back in its place. There are always 48 fangs lining its mouth.",2,1.1,25,Water,,Torrent,,Sheer Force,Blue,87.5,12.5,0,20,Monster,Water1,45,142,1059860,Ordinary,65,80,80,59,63,58,405
160,Feraligatr,feraligatr,"When it bites with its massive and powerful jaws, it shakes its head and savagely tears its victim up.",2,2.3,88.8,Water,,Torrent,,Sheer Force,Blue,87.5,12.5,0,20,Monster,Water1,45,265,1059860,Ordinary,85,105,100,79,83,78,530
161,Sentret,sentret,"A very cautious POKéMON, it raises itself up using its tail to get a better view of its surroundings.",2,0.8,6,Normal,,Run Away,Keen Eye,Frisk,Brown,50,50,0,15,Ground,,255,43,1000000,Ordinary,35,46,34,35,45,20,215
162,Furret,furret,It makes a nest to suit its long and skinny body. The nest is impossible for other POKéMON to enter.,2,1.8,32.5,Normal,,Run Away,Keen Eye,Frisk,Brown,50,50,0,15,Ground,,90,145,1000000,Ordinary,85,76,64,45,55,90,415
163,Hoothoot,hoothoot,"It always stands on one foot. It changes feet so fast, the movement can rarely be seen.",2,0.7,21.2,Normal,Flying,Insomnia,Keen Eye,Tinted Lens,Brown,50,50,0,15,Flying,,255,52,1000000,Ordinary,60,30,30,36,56,50,262
164,Noctowl,noctowl,Its eyes are specially adapted. They concentrate even faint light and enable it to see in the dark.,2,1.6,40.8,Normal,Flying,Insomnia,Keen Eye,Tinted Lens,Brown,50,50,0,15,Flying,,90,158,1000000,Ordinary,100,50,50,86,96,70,452
165,Ledyba,ledyba,It is very timid. It will be afraid to move if it is alone. But it will be active if it is in a group.,2,1,10.8,Bug,Flying,Swarm,Early Bird,Rattled,Red,50,50,0,15,Bug,,255,53,800000,Ordinary,40,20,30,40,80,55,265
166,Ledian,ledian,"When the stars flicker in the night sky, it flutters about, scattering a glowing powder.",2,1.4,35.6,Bug,Flying,Swarm,Early Bird,Iron Fist,Red,50,50,0,15,Bug,,90,137,800000,Ordinary,55,35,50,55,110,85,390
167,Spinarak,spinarak,"It lies still in the same pose for days in its web, waiting for its unsuspecting prey to wander close.",2,0.5,8.5,Bug,Poison,Swarm,Insomnia,Sniper,Green,50,50,0,15,Bug,,255,50,800000,Ordinary,40,60,40,40,40,30,250
168,Ariados,ariados,It spins string not only from its rear but also from its mouth. It is hard to tell which end is which.,2,1.1,33.5,Bug,Poison,Swarm,Insomnia,Sniper,Red,50,50,0,15,Bug,,90,140,800000,Ordinary,70,90,70,60,70,40,400
169,Crobat,crobat,It flies so silently through the dark on its four wings that it may not be noticed even when nearby.,2,1.8,75,Poison,Flying,Inner Focus,,Infiltrator,Purple,50,50,0,15,Flying,,90,268,1000000,Ordinary,85,90,80,70,80,130,535
170,Chinchou,chinchou,It shoots positive and negative electricity between the tips of its two antennae and zaps its enemies.,2,0.5,12,Water,Electric,Volt Absorb,Illuminate,Water Absorb,Blue,50,50,0,20,Water2,,190,66,1250000,Ordinary,75,38,38,56,56,67,330
171,Lanturn,lanturn,The light it emits is so bright that it can illuminate the sea's surface from a depth of over three miles.,2,1.2,22.5,Water,Electric,Volt Absorb,Illuminate,Water Absorb,Blue,50,50,0,20,Water2,,75,161,1250000,Ordinary,125,58,58,76,76,67,460
172,Pichu,pichu,It is not yet skilled at storing electricity. It may send out a jolt if amused or startled.,2,0.3,2,Electric,,Static,,Lightning Rod,Yellow,50,50,0,10,Undiscovered,,190,41,1000000,Ordinary,20,40,15,35,35,60,205
173,Cleffa,cleffa,"Because of its unusual, star-like silhouette, people believe that it came here on a meteor.",2,0.3,3,Fairy,,Cute Charm,Magic Guard,Friend Guard,Pink,25,75,0,10,Undiscovered,,150,44,800000,Ordinary,50,25,28,45,55,15,218
174,Igglybuff,igglybuff,"It has a very soft body. If it starts to roll, it will bounce all over and be impossible to stop.",2,0.3,1,Normal,Fairy,Cute Charm,Competitive,Friend Guard,Pink,25,75,0,10,Undiscovered,,170,42,800000,Ordinary,90,30,15,40,20,15,210
175,Togepi,togepi,The shell seems to be filled with joy. It is said that it will share good luck when treated kindly.,2,0.3,1.5,Fairy,,Hustle,Serene Grace,Super Luck,White,87.5,12.5,0,10,Undiscovered,,190,49,800000,Ordinary,35,20,65,40,65,20,245
176,Togetic,togetic,"They say that it will appear before kindhearted, caring people and shower them with happiness.",2,0.6,3.2,Fairy,Flying,Hustle,Serene Grace,Super Luck,White,87.5,12.5,0,10,Flying,Fairy,75,142,800000,Ordinary,55,40,85,80,105,40,405
177,Natu,natu,"Because its wings aren't yet fully grown, it has to hop to get around. It is always staring at something.",2,0.2,2,Psychic,Flying,Synchronize,Early Bird,Magic Bounce,Green,50,50,0,20,Flying,,190,64,1000000,Ordinary,40,50,45,70,45,70,320
178,Xatu,xatu,They say that it stays still and quiet because it is seeing both the past and future at the same time.,2,1.5,15,Psychic,Flying,Synchronize,Early Bird,Magic Bounce,Green,50,50,0,20,Flying,,75,165,1000000,Ordinary,65,75,70,95,70,95,470
179,Mareep,mareep,"If static electricity builds in its body, its fleece doubles in volume. Touching it will shock you.",2,0.6,7.8,Electric,,Static,,Plus,White,50,50,0,20,Monster,Ground,235,56,1059860,Ordinary,55,40,40,65,45,35,280
180,Flaaffy,flaaffy,"As a result of storing too much electricity, it developed patches where even downy wool won't grow.",2,0.8,13.3,Electric,,Static,,Plus,Pink,50,50,0,20,Monster,Ground,120,128,1059860,Ordinary,70,55,55,80,60,45,365
181,Ampharos,ampharos,The tail's tip shines brightly and can be seen from far away. It acts as a beacon for lost people.,2,1.4,61.5,Electric,,Static,,Plus,Yellow,50,50,0,20,Monster,Ground,45,255,1059860,Ordinary,90,75,85,115,90,55,510
182,Bellossom,bellossom,BELLOSSOM gather at times and appear to dance. They say that the dance is a ritual to summon the sun.,2,0.4,5.8,Grass,,Chlorophyll,,Healer,Green,50,50,0,20,Grass,,45,245,1059860,Ordinary,75,80,95,90,100,50,490
183,Marill,marill,"The tip of its tail, which contains oil that is lighter than water, lets it swim without drowning.",2,0.4,8.5,Water,Fairy,Thick Fat,Huge Power,Sap Sipper,Blue,50,50,0,10,Water1,Fairy,190,88,800000,Ordinary,70,20,50,20,50,40,250
184,Azumarill,azumarill,"By keeping still and listening intently, it can tell what is in even wild, fast-moving rivers.",2,0.8,28.5,Water,Fairy,Thick Fat,Huge Power,Sap Sipper,Blue,50,50,0,10,Water1,Fairy,75,210,800000,Ordinary,100,50,80,60,80,50,420
185,Sudowoodo,sudowoodo,"Although it always pretends to be a tree, its composition appears to be closer to a rock than a plant.",2,1.2,38,Rock,,Sturdy,Rock Head,Rattled,Brown,50,50,0,20,Mineral,,65,144,1000000,Ordinary,70,100,115,30,65,30,410
186,Politoed,politoed,"If POLIWAG and POLIWHIRL hear its echoing cry, they respond by gathering from far and wide.",2,1.1,33.9,Water,,Water Absorb,Damp,Drizzle,Green,50,50,0,20,Water1,,45,250,1059860,Ordinary,90,75,75,90,100,70,500
187,Hoppip,hoppip,"To keep from being blown away by the wind, they gather in clusters. They do enjoy gentle breezes, though.",2,0.4,0.5,Grass,Flying,Chlorophyll,Leaf Guard,Infiltrator,Pink,50,50,0,20,Fairy,Grass,255,50,1059860,Ordinary,35,35,40,35,55,50,250
188,Skiploom,skiploom,The bloom on top of its head opens and closes as the temperature fluctuates up and down.,2,0.6,1,Grass,Flying,Chlorophyll,Leaf Guard,Infiltrator,Green,50,50,0,20,Fairy,Grass,120,119,1059860,Ordinary,55,45,50,45,65,80,340
